starting_date,f1,auc,pr1,pr2,pr5,pr10,re1,re2,re5,re10,rev1,rev2,rev5,rev10,model,epoch,dim,lr,l2,beta,heads,fusion,activation,exp_id
16-09-01,0.18366895330825406,0.7750780043105535,0.2997453510761261,0.16458672285079956,0.07792489975690842,0.04948632791638374,0.1329890251775339,0.14686894770819883,0.17382182052937378,0.2207876049063912,0.16319042128910857,0.18301044801779423,0.2499937942412638,0.31585632171504674,DATE_16-09-01,5,16,0.005,0.01,0.0,4,concat,relu,RFL1KX9W3G
16-09-01,0.18832298136645964,0.7678081242679488,0.3037974536418915,0.16992399096488953,0.07777456194162369,0.041853565722703934,0.1355713363460297,0.1515493867010975,0.17349903163331182,0.1867333763718528,0.1625319545257134,0.1990279511149406,0.25049480650529854,0.26951814098945676,DATE_16-09-01,5,16,0.005,0.01,0.0,4,concat,relu,GQT5WD53WM
16-06-01,0.2212290502793296,0.8228840071305286,0.4448463022708893,0.2454775720834732,0.12091172486543655,0.09217189997434616,0.19851517107811492,0.21901226597805035,0.2696901226597805,0.41123305358295675,0.24407883878158387,0.277962725162179,0.3290818130256466,0.45424049351812607,DATE_16-06-01,5,16,0.005,0.01,0.0,4,concat,relu,U2PEOQAHRW
16-06-01,0.2287289011367551,0.8044976529901404,0.4430379867553711,0.24036896228790283,0.10902908444404602,0.06649301946163177,0.19770819883795998,0.2144932214331827,0.2432214331826985,0.29664299548095546,0.24114044369121307,0.2733637217530821,0.32122572221409756,0.3750864094360876,DATE_16-06-01,5,16,0.005,0.01,0.0,4,concat,relu,MG98CIMHLE
16-03-01,0.609338722160117,0.9410384770016171,0.9103074073791504,0.6446011662483215,0.31978005170822144,0.18184778094291687,0.4062298256939961,0.5752098127824403,0.7133634602969657,0.8113298902517754,0.28479698524443214,0.45452671682481605,0.6060647306604416,0.7219917716844788,DATE_16-03-01,5,16,0.005,0.01,0.0,4,concat,relu,AW5LJVIRM5
16-03-01,0.5714285714285714,0.922848222514433,0.8173598647117615,0.6136733293533325,0.31413689255714417,0.175191730260849,0.3647514525500323,0.5476113621691414,0.7007746933505488,0.7816333118140736,0.3049847014029446,0.45603179098958374,0.6150889347631967,0.7160631439184806,DATE_16-03-01,5,16,0.005,0.01,0.0,4,concat,relu,E959TVEBA0
15-12-01,0.5152193645990922,0.9413515115441332,0.8441229462623596,0.6064387559890747,0.3327304422855377,0.18810591101646423,0.3766946417043254,0.5411555842479019,0.7422530664945126,0.8392511297611362,0.3096414954491081,0.464296949836111,0.6407309043279925,0.7790020692673264,DATE_15-12-01,5,16,0.005,0.01,0.0,4,concat,relu,DNXMORS7PD
15-12-01,0.5965756721446746,0.9456723330289498,0.9160940051078796,0.7017543911933899,0.34300389885902405,0.18951977789402008,0.4088121368624919,0.6262104583602324,0.7651710781149128,0.8452227243382827,0.39409571163201157,0.5395737703905399,0.6817169307370725,0.8067844577866505,DATE_15-12-01,5,16,0.005,0.01,0.0,4,concat,relu,5CCYLZBHVM
15-09-01,0.7192805513531686,0.9601479053709147,0.941048800945282,0.7625248432159424,0.3682534992694855,0.1970546692609787,0.4199483537766301,0.6804389928986443,0.8214977404777276,0.8789541639767592,0.39151244977951655,0.6280404932806629,0.784770280305079,0.8486325390062515,DATE_15-09-01,5,16,0.005,0.01,0.0,4,concat,relu,994AS774H6
15-09-01,0.7040937659249193,0.9579051413203431,0.9471970796585083,0.7480101585388184,0.36774706840515137,0.1957748532295227,0.42269205939315685,0.6673660426081343,0.8203679793415106,0.8734667527437057,0.39867472307330676,0.634152917094898,0.7622100433958484,0.8395409345861106,DATE_15-09-01,5,16,0.005,0.01,0.0,4,concat,relu,OJYRTO50YY
15-06-01,0.734047815333883,0.9589459469088542,0.9725135564804077,0.7821208834648132,0.37223267555236816,0.1980176568031311,0.433989670755326,0.697546804389929,0.8303744351194319,0.8834732085216268,0.3097154873554004,0.5968433814483344,0.7869448483068493,0.8575659195390652,DATE_15-06-01,5,16,0.005,0.01,0.0,4,concat,relu,XFDQ45V151
15-06-01,0.7449731903485255,0.9563887355977534,0.9536735415458679,0.7948625087738037,0.3718709349632263,0.19787295162677765,0.4252743705616527,0.7091672046481601,0.829567462879277,0.8828276307295029,0.3701377238356333,0.6202426680323483,0.783383080807913,0.8693477998570915,DATE_15-06-01,5,16,0.005,0.01,0.0,4,concat,relu,MTIDI01K7D
15-03-01,0.7247181266261925,0.9606416910766981,0.9428571462631226,0.7641526460647583,0.36017653346061707,0.19613659381866455,0.420755326016785,0.6818915429309231,0.8034215622982569,0.8750806972240155,0.3918384610295517,0.6149405265847658,0.754437554928369,0.8493343592571763,DATE_15-03-01,5,16,0.005,0.01,0.0,4,concat,relu,PA4K51LNMH
15-03-01,0.731175905158603,0.9635617191900673,0.9504520893096924,0.79066401720047,0.36919403076171875,0.19714947044849396,0.42414460942543575,0.7052937378954164,0.8235958683021304,0.8795997417688831,0.443021704070956,0.6614202301955395,0.7695012430482328,0.8550913760124673,DATE_15-03-01,5,16,0.005,0.01,0.0,4,concat,relu,VPXLXX9D1C
14-12-01,0.7378998492714788,0.9515530125877493,0.9743219017982483,0.7872648239135742,0.3658660054206848,0.1953769326210022,0.43479664299548093,0.7023886378308586,0.816171723692705,0.8716914138153647,0.33900444355730963,0.6199664361648112,0.7667468617752744,0.8421316558850189,DATE_14-12-01,5,16,0.005,0.01,0.0,4,concat,relu,ZN15KVXUKL
14-09-01,0.7209361057328059,0.959493893971762,0.9495096206665039,0.7670465111732483,0.36651715636253357,0.1971127688884735,0.42188508715300194,0.684473854099419,0.8176242737249838,0.8792769528728211,0.40846608764796893,0.6327737131350468,0.770845573073533,0.8428583556015098,DATE_14-09-01,5,16,0.005,0.01,0.0,4,concat,relu,YJ258J8KIL
14-12-01,0.7292149718449819,0.9561640770033525,0.9547920227050781,0.7769940495491028,0.36810481548309326,0.1966068595647812,0.4260813428018076,0.6933505487411233,0.8206907682375726,0.8771788250484184,0.3780810293084683,0.6378818118318929,0.7836831014014918,0.8588760804444865,DATE_14-12-01,5,16,0.005,0.01,0.0,4,concat,relu,8Y5ED0ORSB
14-09-01,0.7244555392958595,0.9563508406538742,0.9406227469444275,0.7652378082275391,0.3625968098640442,0.19541311264038086,0.41930277598450616,0.6828599096191091,0.8085861846352486,0.8718528082633957,0.33765642603708634,0.5968415184803761,0.7470097621168488,0.8503278957108643,DATE_14-09-01,5,16,0.005,0.01,0.0,4,concat,relu,OJ02HSRMTO
14-03-01,0.5111063187405649,0.9510922927250814,0.9500904083251953,0.7342619299888611,0.34770655632019043,0.18778035044670105,0.42398321497740477,0.6551000645577792,0.775661717236927,0.8377985797288573,0.43378607052646395,0.6264360457387455,0.7532483958559147,0.8228594030901821,DATE_14-03-01,5,16,0.005,0.01,0.0,4,concat,relu,5OGS4QO5E2
14-06-01,0.7517554729450638,0.9665105493121589,0.9735507369041443,0.8064749240875244,0.3724766671657562,0.19993488490581512,0.43366688185926405,0.7196578437701743,0.8308586184635248,0.8920271142672692,0.4050791007427533,0.6654455460856831,0.8176344057103714,0.8855070729600951,DATE_14-06-01,5,16,0.005,0.01,0.0,4,concat,relu,GPPH8D7FB1
14-03-01,0.6041484862724039,0.9532471078380554,0.9587703347206116,0.7446193099021912,0.3491535186767578,0.18948054313659668,0.42785668173014846,0.6644609425435765,0.7788896061975468,0.8453841187863137,0.40914925909349587,0.5885242147100075,0.7304693512959045,0.8157862106448327,DATE_14-03-01,5,16,0.005,0.01,0.0,4,concat,relu,QNFINC2JA7
14-06-01,0.7654236709616862,0.9661052159983314,0.9699819087982178,0.8115391731262207,0.3743125796318054,0.19888582825660706,0.4328599096191091,0.724176888315042,0.8348934796642995,0.8873466752743706,0.43462589943616775,0.6772959666953897,0.8203967736205131,0.8739313001838769,DATE_14-06-01,5,16,0.005,0.01,0.0,4,concat,relu,E2ORVXNQYN
13-12-01,0.5637455288707205,0.955065243671575,0.8669077754020691,0.6652197241783142,0.3474171757698059,0.19186803698539734,0.3868624919302776,0.5936087798579729,0.7750161394448031,0.856036152356359,0.4566176226433344,0.5717949961199498,0.739547652481139,0.8331203458004842,DATE_13-12-01,5,16,0.005,0.01,0.0,4,concat,relu,3WPE9UT3GP
13-09-01,0.6376687988628287,0.9605837839713681,0.9157323837280273,0.7355282306671143,0.3583061993122101,0.19682390987873077,0.4086507424144609,0.6562298256939961,0.7989025177533893,0.8781471917366043,0.4729853896595844,0.6335832219477138,0.7543931076714829,0.8582238829716174,DATE_13-09-01,5,16,0.005,0.01,0.0,4,concat,relu,1H79DHGG1N
13-12-01,0.48166834846955936,0.9499535554097304,0.7956600189208984,0.6102369427680969,0.3247213661670685,0.18633338809013367,0.35506778566817304,0.5445448676565526,0.724176888315042,0.8313428018076178,0.41859669721080084,0.5372091266349591,0.7032727220930918,0.8199480259586841,DATE_13-12-01,5,16,0.005,0.01,0.0,4,concat,relu,EZ0EUFQ8IK
13-09-01,0.5322611044794874,0.9563850203076408,0.800000011920929,0.5967070460319519,0.3419681489467621,0.19544927775859833,0.3570045190445449,0.5322788896061975,0.7627501613944481,0.8720142027114267,0.47364881398560915,0.5826971472917781,0.726192223226782,0.8579083551297081,DATE_13-09-01,5,16,0.005,0.01,0.0,4,concat,relu,XSUVGVL0ZV
13-06-01,0.6455301455301455,0.9650644023473839,0.8336347341537476,0.7104358673095703,0.36622774600982666,0.2001953423023224,0.3720142027114267,0.6339573918657199,0.8169786959328599,0.8931568754034861,0.4801474107198596,0.6417080242050174,0.792674973220025,0.8879639468851285,DATE_13-06-01,5,16,0.005,0.01,0.0,4,concat,relu,YH97YV0J63
13-03-01,0.7429352780309937,0.9715451723282582,0.9211573004722595,0.8158798813819885,0.38795599341392517,0.20344378054141998,0.41107165913492577,0.7280503550677857,0.8650742414460942,0.907682375726275,0.4355529261537169,0.6808833705498014,0.8506115135513885,0.9007906901473118,DATE_13-03-01,5,16,0.005,0.01,0.0,4,concat,relu,WBNHQ3CFB6
13-06-01,0.4800620937227127,0.9609185297591428,0.800361692905426,0.6247060894966125,0.35400086641311646,0.19986246526241302,0.35716591349257587,0.5574564234990317,0.7897030342156229,0.8912201420271143,0.46442882819790726,0.6021068118684875,0.7754243828416348,0.8873928364276658,DATE_13-06-01,5,16,0.005,0.01,0.0,4,concat,relu,KOF1B4JNQ6
13-03-01,0.7508603441376551,0.9652424290043833,0.8802893161773682,0.7966684699058533,0.3827955424785614,0.2008754163980484,0.39283408650742413,0.7101355713363461,0.8539380245319561,0.8962233699160749,0.4603969958965641,0.6753697776941998,0.8243560035722705,0.8785340420269475,DATE_13-03-01,5,16,0.005,0.01,0.0,4,concat,relu,TXH6B21IOB
13-01-01,0.7765123980292384,0.971226759244872,0.9435600638389587,0.8442756533622742,0.3899580240249634,0.2041901797056198,0.420916720464816,0.7533892834086507,0.8699160748870239,0.9107488702388638,0.41469441086869824,0.6768009625882346,0.8256646311933291,0.9035547744572883,DATE_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,QAJG7KD9TD
13-01-01,0.7595773852730058,0.96939351828755,0.954413890838623,0.803942859172821,0.3895239531993866,0.20262053608894348,0.42575855390574563,0.7173983214977405,0.8689477081988379,0.9034861200774693,0.4366402211377431,0.6787593914637698,0.8640278606081775,0.9099462855663671,DATE_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,VRMKUD25GD
16-09-01,0.18105759948514427,0.7858100886166626,0.2998191714286804,0.16965092718601227,0.07893213629722595,0.054602693766355515,0.13379599741768883,0.15138799225306648,0.17608134280180762,0.2435442220787605,0.1676980231878081,0.20102062012204266,0.25732961309350083,0.34416091427968404,DATE_16-09-01,5,16,0.005,0.01,0.0,4,concat,relu,RCE0950G8Y
16-09-01,0.1773687513072579,0.7964399949794552,0.29439422488212585,0.16784228384494781,0.08364083617925644,0.055274199694395065,0.131375080697224,0.14977404777275663,0.18657198192382182,0.24661071659134925,0.16171885214291581,0.1977287689951791,0.26666857280973116,0.3305406589603988,DATE_16-09-01,5,16,0.005,0.01,0.0,4,concat,relu,Y0AL1S3X82
16-06-01,0.21075212897354223,0.8414776578565555,0.4459312856197357,0.2521251440048218,0.13811315596103668,0.10020620375871658,0.19899935442220787,0.2249838605551969,0.30810200129115556,0.44706262104583605,0.228696003496108,0.2731889938026926,0.3568426170217178,0.48229247743669423,DATE_16-06-01,5,16,0.005,0.01,0.0,4,concat,relu,9JZRHL79A5
16-06-01,0.20606507318100453,0.8262602043091604,0.4622061550617218,0.275818407535553,0.1457926332950592,0.10378382354974747,0.20626210458360233,0.2461265332472563,0.32520981278244027,0.4630406714009038,0.25171084908783015,0.2909627452745826,0.38191361909924904,0.5070860281393035,DATE_16-06-01,5,16,0.005,0.01,0.0,4,concat,relu,HUW5HE13RG
16-03-01,0.5271754842440012,0.9308947451060867,0.8567811846733093,0.600470244884491,0.3101577162742615,0.1798943728208542,0.38234344738540993,0.5358295674628792,0.6918979987088444,0.802614590058102,0.28821944068873095,0.4167453149513501,0.5537474122181115,0.6890854594663459,DATE_16-03-01,5,16,0.005,0.01,0.0,4,concat,relu,XEHQDRUVUK
16-03-01,0.5860591021881344,0.9333935464547167,0.9139240384101868,0.6581660509109497,0.32361453771591187,0.1810157746076584,0.407843770174306,0.5873143963847643,0.7219173660426081,0.8076178179470627,0.30037716409325704,0.4643645582650832,0.6181740638604473,0.7131931967099138,DATE_16-03-01,5,16,0.005,0.01,0.0,4,concat,relu,ANWV35BL37
15-12-01,0.5216412309231924,0.9404714870612731,0.8094032406806946,0.6200036406517029,0.3299088478088379,0.18626777827739716,0.36120077469335055,0.5532601678502259,0.7359586830213041,0.8310200129115558,0.35411832766157303,0.4855138760691489,0.6613251035066835,0.7601645791872095,DATE_15-12-01,5,16,0.005,0.01,0.0,4,concat,relu,DQTW8W6ZXE
15-12-01,0.45415021738044076,0.9338828100295351,0.7103074193000793,0.5146177411079407,0.32882362604141235,0.18689627945423126,0.31697869593285993,0.4573918657198192,0.7335377663008392,0.8337637185280826,0.3575448661832369,0.4675474113746821,0.6756582981816484,0.7891157778591023,DATE_15-12-01,5,16,0.005,0.01,0.0,4,concat,relu,85KTCQOIOM
15-09-01,0.6685236768802229,0.9554391069074666,0.9301736354827881,0.7216494679450989,0.3640836477279663,0.19512371718883514,0.41494512588766946,0.643963847643641,0.8121368624919303,0.8705616526791479,0.3791482815750066,0.6217688913713817,0.7794028317753019,0.8560146891027923,DATE_15-09-01,5,16,0.005,0.01,0.0,4,concat,relu,MS8AIRQ3X3
15-09-01,0.6902876851924433,0.9588908383647633,0.9370477795600891,0.7464279532432556,0.3657936751842499,0.19675154983997345,0.41801162040025824,0.6660748870238864,0.816010329244674,0.8778244028405423,0.3452730885399117,0.6184120501584978,0.7832132765239074,0.8394068224806635,DATE_15-09-01,5,16,0.005,0.01,0.0,4,concat,relu,F09BSDAORE
