starting_date,f1,auc,pr1,pr2,pr5,pr10,re1,re2,re5,re10,rev1,rev2,rev5,rev10,model,epoch,dim,lr,l2,beta,heads,fusion,activation
16-09-01,0.17082552519972383,0.7457647881518048,0.2918625771999359,0.16820400953292847,0.0865287259221077,0.06193025782704353,0.1302453195610071,0.1500968366688186,0.19302775984506132,0.276307295029051,0.16375362710421668,0.2065801760973587,0.2824749134690866,0.3792690376128516,DATE_16-09-01,10,16,0.005,0.0,0.0,4,concat,relu
16-09-01,0.1763485477178423,0.798957279612717,0.28943559527397156,0.17510853707790375,0.09470409154891968,0.07565122842788696,0.1291155584247902,0.15622982569399613,0.21126533247256293,0.33747579083279533,0.16251541088547025,0.19985182587609207,0.27166439331743053,0.40819634454441434,DATE_16-09-01,10,16,0.005,0.0,0.0,4,concat,relu
16-09-01,0.17182003332716164,0.7852611752558282,0.30452078580856323,0.17528943717479706,0.08949501067399979,0.06142381578683853,0.13589412524209168,0.1563912201420271,0.19964493221433183,0.2740477727566172,0.16605304368942206,0.20761887068226853,0.2828654150722247,0.35865065904915394,DATE_16-09-01,10,16,0.005,0.0,0.0,4,concat,relu
16-09-01,0.16024252923343438,0.7872180620355911,0.283230721950531,0.16790302097797394,0.08610086143016815,0.06557317823171616,0.1262104583602324,0.14977404777275663,0.1920593931568754,0.29228534538411877,0.15705141088833344,0.20341068019154893,0.2785971155548559,0.3756848938576846,DATE_16-09-01,10,16,0.005,0.0,0.0,4,concat,relu
16-09-01,0.1752708109690641,0.7668214480854253,0.3001808226108551,0.17655572295188904,0.09398061037063599,0.08486470580101013,0.1339573918657198,0.15752098127824402,0.20965138799225308,0.3786313750806972,0.16936941714040316,0.21612762783319048,0.29234937213349843,0.4069364881292517,DATE_16-09-01,10,16,0.005,0.0,0.0,4,concat,relu
16-09-01,0.16265220869256067,0.8118420547291271,0.28824594616889954,0.16965092718601227,0.10280711948871613,0.10112196952104568,0.12863137508069722,0.15138799225306648,0.22934151065203356,0.45093608779857974,0.15992742268440113,0.2111234501019797,0.29613668657643133,0.479781026390172,DATE_16-09-01,10,16,0.005,0.0,0.0,4,concat,relu
16-09-01,0.16602586508213912,0.7546881350363058,0.29439422488212585,0.1743301898241043,0.09052036702632904,0.06677760183811188,0.131375080697224,0.1554228534538412,0.20158166559070367,0.2979341510652034,0.15741890546208892,0.19659827277268183,0.2730610015791806,0.3603455684748161,DATE_16-09-01,10,16,0.005,0.0,0.0,4,concat,relu
16-09-01,0.1620285609666789,0.7796402008064081,0.29258590936660767,0.1649782955646515,0.08117493987083435,0.057631779462099075,0.13056810845706907,0.14719173660426083,0.18108457069076825,0.25710135571336346,0.16123085111372734,0.1952653070791648,0.26446674540934956,0.34726574675323724,DATE_16-09-01,10,16,0.005,0.0,0.0,4,concat,relu
16-09-01,0.17887996747636958,0.7660611164423257,0.3037974536418915,0.1700126677751541,0.07958903163671494,0.05488819628953934,0.1355713363460297,0.15171078114912848,0.17753389283408652,0.2448353776630084,0.17179837116344657,0.2018461381883316,0.24636553272344217,0.3370160869479831,DATE_16-09-01,10,16,0.005,0.0,0.0,4,concat,relu
16-09-01,0.1713910268443777,0.797526411860648,0.303733229637146,0.17167149484157562,0.09513818472623825,0.09199102967977524,0.13524854744996773,0.15316333118140735,0.21223369916074886,0.4104260813428018,0.17110163970475023,0.207297338281405,0.31021320884314113,0.44380216948205004,DATE_16-09-01,10,16,0.005,0.0,0.0,4,concat,relu
16-06-01,0.24461573339378823,0.8272441562840244,0.4556961953639984,0.2803400158882141,0.17298509180545807,0.13016894459724426,0.20335700451904454,0.250161394448031,0.38589412524209166,0.5806972240154938,0.23971122705179906,0.29797756800622227,0.42362523895740656,0.569080622642522,DATE_16-06-01,10,16,0.005,0.0,0.0,4,concat,relu
16-06-01,0.19855201824853716,0.8168773985867579,0.433273047208786,0.24127328395843506,0.14228849112987518,0.11597872525453568,0.1933505487411233,0.21530019367333764,0.3173014848289219,0.5174306003873467,0.23427399978650668,0.26858987582807275,0.3735102105329334,0.5323673888023199,DATE_16-06-01,10,16,0.005,0.0,0.0,4,concat,relu
16-06-01,0.16929532629141947,0.8059280056421096,0.4321880638599396,0.23976078629493713,0.1213810071349144,0.11293590068817139,0.19286636539703034,0.21352485474499677,0.27065848934796644,0.5038734667527437,0.22891079018107874,0.26368634002680225,0.32650793096496705,0.5284952345183049,DATE_16-06-01,10,16,0.005,0.0,0.0,4,concat,relu
16-06-01,0.16759112519809824,0.7895200151188717,0.4271247684955597,0.24073068797588348,0.12161771208047867,0.10085736215114594,0.19060684312459653,0.21481601032924466,0.27130406714009037,0.4499677211103938,0.24444020249026324,0.2712050332902508,0.32815248931670343,0.5044809846351103,DATE_16-06-01,10,16,0.005,0.0,0.0,4,concat,relu
16-06-01,0.1976318164923273,0.8225477551602005,0.4455302059650421,0.2595406174659729,0.13891103863716125,0.11611922830343246,0.1986765655261459,0.2316010329244674,0.3092317624273725,0.5180761781794706,0.2522031305121935,0.2872578350665232,0.3563927314686039,0.5380340146855541,DATE_16-06-01,10,16,0.005,0.0,0.0,4,concat,relu
16-06-01,0.21586475942782835,0.7852028378552843,0.45533454418182373,0.2551998496055603,0.12653739750385284,0.11734915524721146,0.20319561007101355,0.22772756617172368,0.28227888960619757,0.5235635894125242,0.26128059148713817,0.29169224947932954,0.34706158284866484,0.5350294149252551,DATE_16-06-01,10,16,0.005,0.0,0.0,4,concat,relu
16-06-01,0.1714415128524516,0.7604286834792027,0.4625678062438965,0.2504977285861969,0.11525104939937592,0.08992909640073776,0.20642349903163332,0.22336991607488701,0.25710135571336346,0.4012265978050355,0.26662051929529296,0.28683866765462673,0.32239485485441094,0.4637867713834177,DATE_16-06-01,10,16,0.005,0.0,0.0,4,concat,relu
16-06-01,0.1961676238130437,0.8222847423616573,0.4459312856197357,0.2600831985473633,0.13152945041656494,0.11448006331920624,0.19899935442220787,0.23208521626856035,0.2934151065203357,0.5106520335700452,0.24829410752797687,0.28501669124040324,0.3689421008059461,0.5489064091197353,DATE_16-06-01,10,16,0.005,0.0,0.0,4,concat,relu
16-06-01,0.1818399904042221,0.8039428839116475,0.44231465458869934,0.24479825794696808,0.11763855069875717,0.0958978459239006,0.197385409941898,0.21836668818592642,0.26242737249838605,0.42785668173014846,0.24899055778038962,0.28052589544114487,0.31981088402122515,0.49025411680176245,DATE_16-06-01,10,16,0.005,0.0,0.0,4,concat,relu
16-06-01,0.166904346907516,0.7993066151255854,0.4249548017978668,0.23693253099918365,0.11702127754688263,0.10389234870672226,0.18963847643641057,0.21142672692059394,0.26097482246610715,0.4635248547449968,0.2343480375190082,0.2685644708760172,0.33966283855155904,0.4951919997255427,DATE_16-06-01,10,16,0.005,0.0,0.0,4,concat,relu
16-03-01,0.6269707638144802,0.9379525526146474,0.8965641856193542,0.6930729150772095,0.33728837966918945,0.18694834411144257,0.40009683666881857,0.618463524854745,0.7524209167204648,0.8340865074241446,0.3041931572217344,0.4939511568318064,0.6322566009117943,0.7704990574353571,DATE_16-03-01,10,16,0.005,0.0,0.0,4,concat,relu
16-03-01,0.47304703969162204,0.9144429292691226,0.8301340341567993,0.570808470249176,0.30918434262275696,0.17899002134799957,0.3699160748870239,0.5093608779857973,0.6894770819883796,0.7985797288573273,0.33876754648386737,0.45976074821686386,0.589161830358861,0.691758400180375,DATE_16-03-01,10,16,0.005,0.0,0.0,4,concat,relu
16-03-01,0.614168039538715,0.9254338264416551,0.925135612487793,0.6620839238166809,0.31630733609199524,0.17892679572105408,0.41284699806326663,0.5907036797934151,0.7056165267914783,0.7980955455132344,0.29504550109873734,0.46407520305891536,0.5756446792761193,0.6880796378013075,DATE_16-03-01,10,16,0.005,0.0,0.0,4,concat,relu
16-03-01,0.5782243504199702,0.9194918702763499,0.8799276947975159,0.6361005902290344,0.3110258877277374,0.17435970902442932,0.39267269205939315,0.5676242737249838,0.6938347320852163,0.7779212395093609,0.32717657834265135,0.4903062721406513,0.6220400643662815,0.7328581392146948,DATE_16-03-01,10,16,0.005,0.0,0.0,4,concat,relu
16-03-01,0.5132731704103813,0.9258607536475012,0.890777587890625,0.6171097755432129,0.31406453251838684,0.17912445962429047,0.3975145255003228,0.5506778566817302,0.7006132989025178,0.7990639122014203,0.28930523155052773,0.4265256719569484,0.573240656983244,0.6758410532932245,DATE_16-03-01,10,16,0.005,0.0,0.0,4,concat,relu
16-03-01,0.5788760462335591,0.9211329938268062,0.8766281008720398,0.633321225643158,0.32108232378959656,0.18123936653137207,0.39105874757908327,0.5619754680438993,0.7162685603615235,0.8085861846352486,0.30789852057904415,0.4499081795206447,0.6208273154005113,0.7239037833442268,DATE_16-03-01,10,16,0.005,0.0,0.0,4,concat,relu
16-03-01,0.5508468416079086,0.9049114770049902,0.7934900522232056,0.6193921566009521,0.31435394287109375,0.1741788387298584,0.3540994189799871,0.552614590058102,0.7012588766946417,0.777114267269206,0.34653413378541004,0.48461150536705483,0.631198255972642,0.7139741771924498,DATE_16-03-01,10,16,0.005,0.0,0.0,4,concat,relu
