starting_date,f1,auc,pr1,pr2,pr5,pr10,re1,re2,re5,re10,rev1,rev2,rev5,rev10,model,epoch,dim,lr,l2,beta,heads,fusion,activation,ntree,ndepth
13-01-01,0.19857392708193194,0.7273149047004734,0.31874096393585205,0.19659975171089172,0.10400984436273575,0.061459992080926895,0.1421885087153002,0.17543576500968366,0.23192382182052937,0.27420916720464816,0.23612663090483985,0.27230907188343295,0.3478611007902724,0.41882806919620486,DATE_13-01-01_25_2,5,16,0.005,0.05,0.0,4,concat,relu,25,2
13-01-01,0.1985946319548439,0.7234975065189635,0.3204199969768524,0.19810977578163147,0.101504847407341,0.06314456462860107,0.14283408650742416,0.17591994835377664,0.2264364105874758,0.2816333118140736,0.20991296082279692,0.2699726635111004,0.3477812207841939,0.42277563107551974,DATE_13-01-01_25_2,5,16,0.005,0.05,0.0,4,concat,relu,25,2
13-01-01,0.1936743459586099,0.7262802041679304,0.3297022581100464,0.19989146292209625,0.10610885918140411,0.06347023695707321,0.14654615881213687,0.17834086507424143,0.23660426081342803,0.2830858618463525,0.24362915963577578,0.26753165870995854,0.3683655139271218,0.42785016737634707,DATE_13-01-01_25_2,5,16,0.005,0.05,0.0,4,concat,relu,25,2
13-01-01,0.2040223463687151,0.7350661121930516,0.33091700077056885,0.20256827771663666,0.10364794731140137,0.06425237655639648,0.1473531310522918,0.18076178179470626,0.23111684958037443,0.2866365397030342,0.2356858344690327,0.2884516881062219,0.3488368083868507,0.4493486540046086,DATE_13-01-01_25_2,5,16,0.005,0.05,0.0,4,concat,relu,25,2
13-01-01,0.19847140039447733,0.72083061501822,0.314647376537323,0.20061616599559784,0.10403703898191452,0.06279844045639038,0.14041316978695934,0.17866365397030343,0.23208521626856035,0.2801807617817947,0.22562450845354662,0.2686473697309666,0.34911608125890536,0.42686262961131366,DATE_13-01-01_25_2,5,16,0.005,0.05,0.0,4,concat,relu,25,2
13-01-01,0.19926199261992622,0.7261229782981,0.31584659218788147,0.19667088985443115,0.1037701740860939,0.06337722390890121,0.14089735313105228,0.17543576500968366,0.23143963847643642,0.2827630729502905,0.212989830976712,0.26052177005975036,0.3468750254872783,0.434357777482104,DATE_13-01-01_25_2,5,16,0.005,0.05,0.0,4,concat,relu,25,2
13-01-01,0.1901131901131901,0.7168664025582925,0.30318379402160645,0.1923285722732544,0.10280711948871613,0.06385441869497299,0.13524854744996773,0.17156229825693997,0.22934151065203356,0.28486120077469335,0.19806964933517732,0.2599003161029419,0.3539913864110402,0.42814428850826963,DATE_13-01-01_25_2,5,16,0.005,0.05,0.0,4,concat,relu,25,2
13-01-01,0.2002238527546325,0.7267200581467209,0.32477396726608276,0.1963702291250229,0.10447869449853897,0.063702791929245,0.144932214331827,0.17462879276952872,0.23305358295674627,0.2842156229825694,0.23397323120314992,0.27211501625591034,0.3651286194082067,0.437807198431309,DATE_13-01-01_25_2,5,16,0.005,0.05,0.0,4,concat,relu,25,2
13-01-01,0.19802694898941292,0.7242152562551869,0.32007232308387756,0.19479110836982727,0.10195369273424149,0.06301776319742203,0.14283408650742416,0.17382182052937378,0.22740477727566172,0.28114912846998064,0.19867258003525182,0.25838453848849857,0.3545520164902092,0.42125328497463904,DATE_13-01-01_25_2,5,16,0.005,0.05,0.0,4,concat,relu,25,2
13-01-01,0.19525524779530493,0.7221892854444457,0.3222384750843048,0.19551455974578857,0.10405796766281128,0.06370509415864944,0.1421885087153002,0.17446739832149774,0.2317624273724984,0.2842156229825694,0.22474220338204506,0.26946725155225537,0.3565610314410156,0.45364129481363225,DATE_13-01-01_25_2,5,16,0.005,0.05,0.0,4,concat,relu,25,2
