starting_date,f1,auc,pr1,pr2,pr5,pr10,re1,re2,re5,re10,rev1,rev2,rev5,rev10,model,epoch,dim,lr,l2,beta,heads,fusion,activation,ntree,ndepth
13-01-01,0.7734094616639479,0.9665881087553911,0.9690120220184326,0.8367941975593567,0.3845319151878357,0.20102010667324066,0.4289864428663654,0.7414460942543577,0.8578114912846998,0.8968689477081988,0.3646766839843722,0.6651714769501089,0.824194745497548,0.8834884574184654,DATE_13-01-01_8_4,5,8,0.005,0.01,0.0,4,concat,relu,100,4
13-01-01,0.7537589351737737,0.9654588295737028,0.9591172337532043,0.8113241791725159,0.3782923221588135,0.19953696429729462,0.42785668173014846,0.7169141381536475,0.8437701743060039,0.8902517753389283,0.40805804293875275,0.6778861988014087,0.8259870532286171,0.880655809146246,DATE_13-01-01_8_4,5,8,0.005,0.01,0.0,4,concat,relu,100,4
13-01-01,0.7553036159065533,0.9628861321140301,0.912115752696991,0.8011590242385864,0.37519896030426025,0.19819852709770203,0.40703679793415104,0.7140090380890898,0.8369916074887024,0.8842801807617818,0.42392137227651405,0.6544547941044233,0.790845867800442,0.862763234858699,DATE_13-01-01_8_4,5,8,0.005,0.01,0.0,4,concat,relu,100,4
13-01-01,0.7515811384196621,0.9659079547570759,0.949367105960846,0.786037266254425,0.38280627131462097,0.20177976787090302,0.4236604260813428,0.7014202711426727,0.8537766300839251,0.9002582311168495,0.41298037392418024,0.6480398194081506,0.8149764933418504,0.8893041978097181,DATE_13-01-01_8_4,5,8,0.005,0.01,0.0,4,concat,relu,100,4
13-01-01,0.7601887601887601,0.9677921332914179,0.9482821226119995,0.8071984052658081,0.3853277266025543,0.2015988975763321,0.42317624273724985,0.7203034215622982,0.8595868302130407,0.8994512588766946,0.4573674791765279,0.6815135920829944,0.8451208476239858,0.8901541130301897,DATE_13-01-01_16_4,5,16,0.005,0.01,0.0,4,concat,relu,100,4
13-01-01,0.7381042725961903,0.9686798009639359,0.8999634981155396,0.8068366646766663,0.38785552978515625,0.20198436081409454,0.39783731439638476,0.7199806326662362,0.8649128469980633,0.9002582311168495,0.4478068169943952,0.6641949138047162,0.8447626629665449,0.893603104121978,DATE_13-01-01_16_4,5,16,0.005,0.01,0.0,4,concat,relu,100,4
13-01-01,0.7675056469828976,0.9703604289594534,0.959087610244751,0.8279978036880493,0.388322114944458,0.20228621363639832,0.4275338928340865,0.7388637830858619,0.8662040025823111,0.9025177533892834,0.41161009603880083,0.6703209627735088,0.8351941173508816,0.8907070764981815,DATE_13-01-01_16_4,5,16,0.005,0.01,0.0,4,concat,relu,100,4
13-01-01,0.7392206252778188,0.9705433745984513,0.9189873337745667,0.7748236656188965,0.39165037870407104,0.20420344173908234,0.4101032924467398,0.6914138153647514,0.8736281471917366,0.9110716591349257,0.46115075731512745,0.6603137461491948,0.8468408660249888,0.9087731628266585,DATE_13-01-01_16_4,5,16,0.005,0.01,0.0,4,concat,relu,100,4
13-01-01,0.7717133364973897,0.9702879494483378,0.9594936966896057,0.8406583666801453,0.38916221261024475,0.20337143540382385,0.4281794706262105,0.750161394448031,0.868140735958683,0.907359586830213,0.4419213656601184,0.6870341096196593,0.8420629847424685,0.8961070461085876,DATE_13-01-01_16_4,5,16,0.005,0.01,0.0,4,concat,relu,100,4
13-01-01,0.7437600183192122,0.96734715160311,0.9446654319763184,0.8115050792694092,0.3882940113544464,0.20214150846004486,0.42156229825693997,0.724015493867011,0.8662040025823111,0.9018721755971595,0.4453741205607235,0.6669077204802648,0.8394185600498777,0.8981942384892464,DATE_13-01-01_16_4,5,16,0.005,0.01,0.0,4,concat,relu,100,4
13-01-01,0.7494914723830386,0.9672346749424897,0.9538182020187378,0.8223910331726074,0.3851107060909271,0.20120097696781158,0.42333763718528084,0.7338605551969012,0.8591026468689477,0.8976759199483538,0.45527141506900926,0.683888980948441,0.8421659200658773,0.8958831085734829,DATE_13-01-01_16_4,5,16,0.005,0.01,0.0,4,concat,relu,100,4
13-01-01,0.7404526716963521,0.9650793868332498,0.9332607984542847,0.8115391731262207,0.3837614357471466,0.2002025842666626,0.41526791478373143,0.724176888315042,0.8536152356358941,0.8931568754034861,0.4653335578135871,0.6744967690941335,0.8390137597226528,0.8742206277428276,DATE_13-01-01_16_4,5,16,0.005,0.01,0.0,4,concat,relu,100,4
13-01-01,0.756786271450858,0.968990591760277,0.9182640314102173,0.8173268437385559,0.38742583990097046,0.2032267451286316,0.40978050355067785,0.7293415106520336,0.8642672692059393,0.9067140090380891,0.46197432738879723,0.6694092706038656,0.8383108439980911,0.8978659584631278,DATE_13-01-01_16_4,5,16,0.005,0.01,0.0,4,concat,relu,100,4
13-01-01,0.7505311077389986,0.9681363900666045,0.9345389008522034,0.8354132771492004,0.3889009356498718,0.20304587483406067,0.4170432537120723,0.7454809554551324,0.8674951581665591,0.9059070367979342,0.4491696594826528,0.6763981797504006,0.8214417816178777,0.8851588681905725,DATE_13-01-01_16_4,5,16,0.005,0.01,0.0,4,concat,relu,100,4
13-01-01,0.7543252595155708,0.9695004548599646,0.9638336300849915,0.8155182003974915,0.39039212465286255,0.20369701087474823,0.4301162040025823,0.7277275661717237,0.8708844415752098,0.908812136862492,0.46112905519651953,0.6785881222559865,0.8524986294602235,0.8972527244405677,DATE_13-01-01_16_4,5,16,0.005,0.01,0.0,4,concat,relu,100,4
13-01-01,0.7590323094063345,0.966737327431493,0.9490054249763489,0.8129860758781433,0.38315728306770325,0.20149767398834229,0.4234990316333118,0.7254680438992899,0.854744996772111,0.8989670755326017,0.4305121734266451,0.6602436409492802,0.8228778318540302,0.8758931328863131,DATE_13-01-01_16_4,5,16,0.005,0.01,0.0,4,concat,relu,100,4
13-01-01,0.7679751263116984,0.9710598993608233,0.9732078313827515,0.841743528842926,0.3862682580947876,0.2024020552635193,0.43382827630729504,0.7511297611362169,0.8616849580374435,0.9030019367333764,0.4795622448716936,0.6822437319843703,0.8418700457974069,0.8921222807326338,DATE_13-01-01_32_4,5,32,0.005,0.01,0.0,4,concat,relu,100,4
13-01-01,0.7367298758662707,0.9692304149016222,0.9688969254493713,0.8093687891960144,0.383808434009552,0.2019968181848526,0.43237572627501614,0.7222401549386701,0.85619754680439,0.9012265978050356,0.3926833035537773,0.657716442350876,0.8276941952222985,0.8917932849087024,DATE_13-01-01_32_4,5,32,0.005,0.01,0.0,4,concat,relu,100,4
13-01-01,0.7625510912315879,0.9695299239606425,0.9647272825241089,0.8222101926803589,0.3899580240249634,0.20345114171504974,0.4281794706262105,0.7336991607488702,0.8699160748870239,0.907682375726275,0.48520872218268385,0.6813497690661093,0.8411616972053187,0.9005631715401334,DATE_13-01-01_32_4,5,32,0.005,0.01,0.0,4,concat,relu,100,4
13-01-01,0.7460600885024455,0.9678817302507264,0.9236889481544495,0.7907397150993347,0.38836637139320374,0.20255409181118011,0.41220142027114265,0.7056165267914783,0.8663653970303422,0.9036475145255003,0.4856243316249758,0.6792040200689785,0.8354220410087271,0.8899738387829378,DATE_13-01-01_32_4,5,32,0.005,0.01,0.0,4,concat,relu,100,4
13-01-01,0.7690728163007424,0.9705214689588938,0.9526220560073853,0.8428287506103516,0.38937926292419434,0.2031979113817215,0.4251129761136217,0.7520981278244029,0.868624919302776,0.9065526145900581,0.4681890078440703,0.6980844733563892,0.8433201529391786,0.9013983513619794,DATE_13-01-01_32_4,5,32,0.005,0.01,0.0,4,concat,relu,100,4
13-01-01,0.7846376564761985,0.9702436072428591,0.9688969254493713,0.8314342498779297,0.38966864347457886,0.20405875146389008,0.43237572627501614,0.7419302775984506,0.8692704970948999,0.9104260813428018,0.43421133509655546,0.6771487719646796,0.8455223963733683,0.906035106477945,DATE_13-01-01_32_4,5,32,0.005,0.01,0.0,4,concat,relu,100,4
13-01-01,0.7598163394553514,0.9707220384865308,0.9417510628700256,0.8182311654090881,0.39023154973983765,0.20380552113056183,0.4201097482246611,0.7301484828921885,0.8704002582311169,0.9092963202065849,0.4529811945920536,0.665380385950341,0.8554126090280552,0.8921239895578885,DATE_13-01-01_32_4,5,32,0.005,0.01,0.0,4,concat,relu,100,4
13-01-01,0.7558488302339533,0.9711358991705357,0.9453887939453125,0.8258274793624878,0.39162206649780273,0.20471814274787903,0.42188508715300194,0.73692704970949,0.8736281471917366,0.9131697869593286,0.4521876751497361,0.6986977850183945,0.8431351504497077,0.8988398593330045,DATE_13-01-01_32_4,5,32,0.005,0.01,0.0,4,concat,relu,100,4
13-01-01,0.7832814867990748,0.9677132313032293,0.9529837369918823,0.8469886183738708,0.38894516229629517,0.20293734967708588,0.4252743705616527,0.7558102001291156,0.8676565526145901,0.9054228534538412,0.44685591254948903,0.7018265883866391,0.8456529374430604,0.8901055342186264,DATE_13-01-01_32_4,5,32,0.005,0.01,0.0,4,concat,relu,100,4
13-01-01,0.7453664538952549,0.9703885782094405,0.9490054249763489,0.7930909991264343,0.39140501618385315,0.20438431203365326,0.4234990316333118,0.7077146546158812,0.8731439638476436,0.9118786313750807,0.48187862397141773,0.6753212740603434,0.8492391202751713,0.9108303833515973,DATE_13-01-01_32_4,5,32,0.005,0.01,0.0,4,concat,relu,100,4
13-01-01,0.7774249880933483,0.9722110507378889,0.9511753916740417,0.8383070826530457,0.39191144704818726,0.204239621758461,0.4244673983214977,0.7480632666236281,0.8742737249838606,0.9112330535829567,0.4768845944731664,0.7069065086989517,0.8527696361930915,0.9067484948168559,DATE_13-01-01_32_4,5,32,0.005,0.01,0.0,4,concat,relu,100,4
13-01-01,0.7965482907401261,0.9677250520293503,0.9525534510612488,0.846626877784729,0.38460424542427063,0.20130950212478638,0.4244673983214977,0.7554874112330536,0.8579728857327308,0.8981601032924468,0.43172468795916336,0.6828266095519093,0.8210898535635416,0.8802626500017043,DATE_13-01-01_32_4,5,32,0.005,0.01,0.0,4,concat,relu,100,4
13-01-01,0.7588130471836987,0.9694485002215296,0.9638336300849915,0.8207308053970337,0.38788798451423645,0.20319056510925293,0.4301162040025823,0.7322466107165914,0.8652356358941252,0.9065526145900581,0.4212053431852563,0.6792119230070527,0.8379656402771763,0.8971798738341213,DATE_13-01-01_64_4,5,64,0.005,0.01,0.0,4,concat,relu,100,4
13-01-01,0.7940259313966849,0.9720361788823717,0.9866184592247009,0.8520528078079224,0.38937926292419434,0.20431935787200928,0.44028405422853456,0.7603292446739832,0.868624919302776,0.9115558424790188,0.45036581936069964,0.6923941371440167,0.8405052852361211,0.9093507353477092,DATE_13-01-01_64_4,5,64,0.005,0.01,0.0,4,concat,relu,100,4
13-01-01,0.7869565217391306,0.9725991674654172,0.9826401472091675,0.8323385715484619,0.39017507433891296,0.20395903289318085,0.4385087153001937,0.7427372498386056,0.8704002582311169,0.9096191091026469,0.48037304325661057,0.6961220647965063,0.8400216924231455,0.9093055202177727,DATE_13-01-01_64_4,5,64,0.005,0.01,0.0,4,concat,relu,100,4
13-01-01,0.7789438334312822,0.9666008312799482,0.9613019824028015,0.8274552226066589,0.38221675157546997,0.20167246460914612,0.4289864428663654,0.7383795997417689,0.8526468689477082,0.8991284699806327,0.44237836809926384,0.6623959771799339,0.8165105904568248,0.8773093827915385,DATE_13-01-01_64_4,5,64,0.005,0.01,0.0,4,concat,relu,100,4
13-01-01,0.7570517254630698,0.9664801724408698,0.9381555318832397,0.8438757061958313,0.38676032423973083,0.2018882930278778,0.4186571981923822,0.7449967721110394,0.8618463524854745,0.9007424144609425,0.46640680498148995,0.6836220817209585,0.8283758612200445,0.8906279993975861,DATE_13-01-01_64_4,5,64,0.005,0.01,0.0,4,concat,relu,100,4
13-01-01,0.7722709667219982,0.9711075286514622,0.9461120963096619,0.8377645015716553,0.39216113090515137,0.20394356548786163,0.4222078760490639,0.7475790832795352,0.8736281471917366,0.9097805035506779,0.48166857916291017,0.7189412589860581,0.8371817113893637,0.8921858748235546,DATE_13-01-01_64_4,5,64,0.005,0.01,0.0,4,concat,relu,100,4
13-01-01,0.7891477920808212,0.9699645931956438,0.9670885801315308,0.8379454016685486,0.39270728826522827,0.2043481469154358,0.4315687540348612,0.7477404777275661,0.8760490639122014,0.9117172369270498,0.4732046144803591,0.7054920605969508,0.8607910300944636,0.9040346235340841,DATE_13-01-01_64_4,5,64,0.005,0.01,0.0,4,concat,relu,100,4
13-01-01,0.7756874095513749,0.9689372288829599,0.941410481929779,0.8449710607528687,0.3880327045917511,0.2026117742061615,0.4201097482246611,0.7538734667527437,0.8655584247901872,0.9039703034215623,0.421079680334468,0.6792135515417591,0.8382783492391277,0.8805673469516291,DATE_13-01-01_64_4,5,64,0.005,0.01,0.0,4,concat,relu,100,4
13-01-01,0.7787151200519143,0.9699718816381024,0.9461120963096619,0.8404486179351807,0.38670235872268677,0.20282882452011108,0.4222078760490639,0.749838605551969,0.8626533247256294,0.9049386701097483,0.41971386349799716,0.6774880970540331,0.8345903168996551,0.9060761122243944,DATE_13-01-01_64_4,5,64,0.005,0.01,0.0,4,concat,relu,100,4
13-01-01,0.7724977962977803,0.9698334505018342,0.9544304013252258,0.835594117641449,0.38861942291259766,0.20382903516292572,0.4259199483537766,0.7456423499031634,0.8663653970303422,0.9089735313105229,0.4252210145520124,0.6930253602260541,0.8269455803521363,0.8997990819923349,DATE_13-01-01_64_4,5,64,0.005,0.01,0.0,4,concat,relu,100,4
13-01-01,0.7836980123601136,0.9698315176073721,0.9725135564804077,0.8428287506103516,0.3892345428466797,0.20326291024684906,0.433989670755326,0.7520981278244029,0.868302130406714,0.9068754034861201,0.44927329034187286,0.6975585854140786,0.8578573327586272,0.9059312830350277,DATE_13-01-01_64_4,5,64,0.005,0.01,0.0,4,concat,relu,100,4
13-01-01,0.7759224566262115,0.9681624914577591,0.9489315748214722,0.8361367583274841,0.38814932107925415,0.20275647938251495,0.4228534538411879,0.7461265332472563,0.8658812136862492,0.9046158812136863,0.4381211492456562,0.6816917499925859,0.8375044047839812,0.8921060321222828,DATE_13-01-01_64_4,5,64,0.005,0.01,0.0,4,concat,relu,100,4
