starting_date,f1,auc,pr1,pr2,pr5,pr10,re1,re2,re5,re10,rev1,rev2,rev5,rev10,model,epoch,dim,lr,l2,beta,heads,fusion,activation,ntree,ndepth
13-01-01,0.753057384760113,0.9712756973376779,0.9291139245033264,0.8151564598083496,0.3922008275985718,0.20421083271503448,0.4146223369916075,0.7274047772756617,0.8749193027759845,0.9110716591349257,0.4645555959905574,0.6866221643804568,0.8579628958932128,0.9012632814508876,DATE_13-01-01_16_1,5,16,0.005,0.01,0.0,1,concat,relu,100,4
13-01-01,0.7046461007280642,0.9680934226558274,0.8987341523170471,0.7464279532432556,0.3833405673503876,0.20228621363639832,0.4010652033570045,0.6660748870238864,0.854906391220142,0.9025177533892834,0.4634548928636914,0.6393498658048582,0.8226774923549148,0.8955747366266922,DATE_13-01-01_16_1,5,16,0.005,0.01,0.0,1,concat,relu,100,4
13-01-01,0.7411385606874328,0.9707412832234847,0.941410481929779,0.7912823557853699,0.38813313841819763,0.20309729874134064,0.4201097482246611,0.7061007101355713,0.8657198192382182,0.9059070367979342,0.4878952558593055,0.693381267964738,0.8426761348765548,0.8985001303291709,DATE_13-01-01_16_1,5,16,0.005,0.01,0.0,1,concat,relu,100,4
13-01-01,0.768163857753407,0.965892216284107,0.9446654319763184,0.833604633808136,0.38438719511032104,0.20102010667324066,0.42156229825693997,0.7438670109748224,0.8574887023886378,0.8968689477081988,0.4085947134851004,0.6816093862817156,0.8229411424662935,0.8816162888071323,DATE_13-01-01_16_1,5,16,0.005,0.01,0.0,1,concat,relu,100,4
13-01-01,0.7418098510882017,0.9674598038456776,0.9298118948936462,0.8037619590759277,0.3890175223350525,0.2033352553844452,0.4147837314396385,0.7172369270497095,0.867817947062621,0.907198192382182,0.4942661506658237,0.6811493559042032,0.8425178740631502,0.8990001169950695,DATE_13-01-01_16_1,5,16,0.005,0.01,0.0,1,concat,relu,100,4
13-01-01,0.7162247474747476,0.9680119427782687,0.9045208096504211,0.7487791776657104,0.38697540760040283,0.20319056510925293,0.40364751452550035,0.6681730148482892,0.8631375080697224,0.9065526145900581,0.46583471210099736,0.6632369631067373,0.8541648933391288,0.906087669897333,DATE_13-01-01_16_1,5,16,0.005,0.01,0.0,1,concat,relu,100,4
13-01-01,0.760108678280326,0.9707596094399122,0.9273055791854858,0.8162416219711304,0.39118796586990356,0.20481841266155243,0.41381536475145253,0.7283731439638477,0.8726597805035506,0.9138153647514525,0.4648560400031599,0.6934072307846127,0.8460811057284062,0.9123349094954998,DATE_13-01-01_16_1,5,16,0.005,0.01,0.0,1,concat,relu,100,4
13-01-01,0.7199208041425527,0.9665905089725528,0.925135612487793,0.7733767628669739,0.38612356781959534,0.2021053433418274,0.41284699806326663,0.6901226597805036,0.8613621691413815,0.9017107811491285,0.46186584444297457,0.6592064075008581,0.8394227927251984,0.8950713461338926,DATE_13-01-01_16_1,5,16,0.005,0.01,0.0,1,concat,relu,100,4
13-01-01,0.7741016835580871,0.9692371774940656,0.9305605888366699,0.8343659043312073,0.3875262141227722,0.20326291024684906,0.41526791478373143,0.7390251775338929,0.8644286636539703,0.9068754034861201,0.4487887806259846,0.6744026399774673,0.839223194777468,0.8969976792414674,DATE_13-01-01_16_1,5,16,0.005,0.01,0.0,1,concat,relu,100,4
13-01-01,0.7389289783516901,0.9696945230778174,0.9555153846740723,0.8093687891960144,0.3882940113544464,0.2040860801935196,0.4264041316978696,0.7222401549386701,0.8662040025823111,0.907682375726275,0.46259259301550665,0.6876216254812796,0.8562772318105706,0.9080330051644642,DATE_13-01-01_16_1,5,16,0.005,0.01,0.0,1,concat,relu,100,4
13-01-01,0.7501140684410647,0.9681474556111876,0.9359855055809021,0.8194971680641174,0.3898133337497711,0.2025829255580902,0.4176888315041963,0.7312782440284055,0.8695932859909619,0.9038089089735313,0.43769525200876774,0.6783054300291419,0.8456436303672132,0.8853627745594239,DATE_13-01-01_16_1,5,16,0.005,0.01,0.0,1,concat,relu,100,4
13-01-01,0.7574684323991376,0.9685728628984777,0.9554024934768677,0.8435521721839905,0.390895277261734,0.20337143540382385,0.4252743705616527,0.7527437056165268,0.8716914138153647,0.907359586830213,0.44292705344445477,0.7002353766658658,0.8455397741642373,0.897005807333933,DATE_13-01-01_16_1,5,16,0.005,0.01,0.0,1,concat,relu,100,4
13-01-01,0.7637120666186245,0.9665725706488961,0.9475587606430054,0.8246384859085083,0.3833019733428955,0.2021053433418274,0.4228534538411879,0.7270819883795997,0.855067785668173,0.9017107811491285,0.4530747951923981,0.6592222270112504,0.8352938143519631,0.8892393826964965,DATE_13-01-01_16_2,5,16,0.005,0.01,0.0,2,concat,relu,100,4
13-01-01,0.7533983687829842,0.9663104563640926,0.9305605888366699,0.8012298941612244,0.3865576684474945,0.20109973847866058,0.41526791478373143,0.7149774047772757,0.8623305358295674,0.8971917366042608,0.42851887269956856,0.6606362986566238,0.8319159561412349,0.8822121827223591,DATE_13-01-01_16_2,5,16,0.005,0.01,0.0,2,concat,relu,100,4
13-01-01,0.7574189621062243,0.9699055489881802,0.9508137702941895,0.838458776473999,0.389306902885437,0.20253942906856537,0.42430600387346673,0.7480632666236281,0.868463524854745,0.9036475145255003,0.42978477874243654,0.6896371360131905,0.8510321000608536,0.8898161464417644,DATE_13-01-01_16_2,5,16,0.005,0.01,0.0,2,concat,relu,100,4
13-01-01,0.7608104960794968,0.9679322079702662,0.9461120963096619,0.8305299282073975,0.38337433338165283,0.2012733370065689,0.4222078760490639,0.7411233053582956,0.855229180116204,0.8979987088444158,0.47284851093878144,0.6761682770441579,0.8190425068824007,0.8816223020768534,DATE_13-01-01_16_2,5,16,0.005,0.01,0.0,2,concat,relu,100,4
13-01-01,0.7299779852729066,0.9687071589007257,0.9367088675498962,0.7811143398284912,0.3927796185016632,0.20366083085536957,0.41801162040025824,0.6969012265978051,0.8762104583602324,0.908650742414461,0.4755185933850363,0.676291210205668,0.854147908479599,0.9032359302748774,DATE_13-01-01_16_2,5,16,0.005,0.01,0.0,2,concat,relu,100,4
13-01-01,0.7896967720899902,0.9701481930864209,0.9790235161781311,0.846390426158905,0.38686078786849976,0.2030605673789978,0.4368947708198838,0.7550032278889606,0.8620077469335055,0.9059070367979342,0.4195422439658874,0.6751203541590333,0.8334990842702005,0.8896666238532467,DATE_13-01-01_16_2,5,16,0.005,0.01,0.0,2,concat,relu,100,4
13-01-01,0.7587592414014785,0.9679397535148615,0.9327305555343628,0.7923675179481506,0.38865575194358826,0.20304587483406067,0.4162362814719174,0.7070690768237573,0.8670109748224661,0.9059070367979342,0.4645544541226179,0.6653017002661686,0.8453776684940095,0.8977396309429418,DATE_13-01-01_16_2,5,16,0.005,0.01,0.0,2,concat,relu,100,4
13-01-01,0.7381468856523086,0.9661859860828829,0.912115752696991,0.7999638319015503,0.3849659860134125,0.20133136212825775,0.40703679793415104,0.7138476436410588,0.8587798579728857,0.8981601032924468,0.4476934276143582,0.6575957984168155,0.840558717270474,0.8919859604477435,DATE_13-01-01_16_2,5,16,0.005,0.01,0.0,2,concat,relu,100,4
13-01-01,0.7477931904161412,0.9691247184513616,0.9511753916740417,0.8245614171028137,0.3806250989437103,0.20130974054336548,0.4244673983214977,0.7357972885732731,0.8490961910910265,0.8979987088444158,0.3802646129541191,0.6465592588567335,0.8140637195221789,0.8885276819740161,DATE_13-01-01_16_2,5,16,0.005,0.01,0.0,2,concat,relu,100,4
13-01-01,0.7561903283396724,0.9670285620419504,0.9515370726585388,0.8216675519943237,0.38976919651031494,0.2013891339302063,0.42462879276952875,0.7332149774047773,0.8694318915429309,0.8984828921885087,0.41106908999220865,0.6486331608792719,0.8446093479751707,0.8829094949619792,DATE_13-01-01_16_2,5,16,0.005,0.01,0.0,2,concat,relu,100,4
13-01-01,0.7421233149876366,0.9682122280303722,0.90086829662323,0.7738784551620483,0.38894516229629517,0.20265528559684753,0.40187217559715943,0.6904454486765655,0.8676565526145901,0.9041316978695932,0.45963193528760565,0.6759083602539115,0.8481287355094758,0.8945750897592941,DATE_13-01-01_16_2,5,16,0.005,0.01,0.0,2,concat,relu,100,4
13-01-01,0.7598487236054208,0.9693625471848415,0.9287264943122864,0.7985169291496277,0.39295274019241333,0.20380552113056183,0.41429954809554553,0.7125564880568108,0.8765332472562943,0.9092963202065849,0.49967380961114716,0.6669425874083291,0.8574018270564957,0.909279443968562,DATE_13-01-01_16_2,5,16,0.005,0.01,0.0,2,concat,relu,100,4
