starting_date,f1,auc,pr1,pr2,pr5,pr10,re1,re2,re5,re10,rev1,rev2,rev5,rev10,model,epoch,dim,lr,l2,beta,heads,fusion,activation,ntree,ndepth
13-01-01,0.20036210018105008,0.7257393995278008,0.32477396726608276,0.20256827771663666,0.10555636137723923,0.06446245312690735,0.144932214331827,0.18076178179470626,0.2354744996772111,0.28760490639122016,0.24360561026646307,0.3044031747617538,0.3619509503411802,0.44279253893944365,DATE_13-01-01_25_2,5,16,0.005,0.01,0.0,4,concat,relu,25,2
13-01-01,0.5703473704638075,0.8941505417183231,0.9135623574256897,0.5636758208274841,0.25671470165252686,0.14281579852104187,0.407682375726275,0.5029051000645578,0.5723047127178825,0.6371852808263396,0.37484103186284395,0.5082520305844196,0.6150957766919731,0.6790448556081764,DATE_13-01-01_25_6,5,16,0.005,0.01,0.0,4,concat,relu,25,6
13-01-01,0.5828272251308901,0.8782122711255875,0.9320072531700134,0.5396308302879333,0.24194832146167755,0.1361120194196701,0.4159134925758554,0.4812782440284054,0.539541639767592,0.6071659134925759,0.3539207720099832,0.4568480684469653,0.5717493715839627,0.6532105663202362,DATE_13-01-01_25_5,5,16,0.005,0.01,0.0,4,concat,relu,25,5
13-01-01,0.19495443138290847,0.7325881659783839,0.3388157784938812,0.20846904814243317,0.10607047379016876,0.06344957649707794,0.14961265332472562,0.18592640413169786,0.23660426081342803,0.2830858618463525,0.21775278162580647,0.289898460349771,0.3522554767304991,0.4317295489458975,DATE_13-01-01_25_2,5,16,0.005,0.01,0.0,4,concat,relu,25,2
13-01-01,0.4652367630297378,0.8554011915984701,0.7421337962150574,0.4588533043861389,0.2142391949892044,0.12335853278636932,0.33118140735958684,0.4094577146546159,0.47788896061975467,0.5503550677856682,0.2729211930108221,0.358576520574738,0.45902961926470054,0.5692345350788961,DATE_13-01-01_25_3,5,16,0.005,0.01,0.0,4,concat,relu,25,3
13-01-01,0.5875545629885291,0.8832620948202905,0.9323688745498657,0.5683791637420654,0.25132066011428833,0.1388617604970932,0.4160748870238864,0.5071013557133635,0.5605229180116204,0.6194318915429309,0.3996227523969981,0.5187030850277873,0.5961900996743341,0.6765536415671198,DATE_13-01-01_25_6,5,16,0.005,0.01,0.0,4,concat,relu,25,6
13-01-01,0.5733670886075949,0.8975373902711968,0.8835443258285522,0.5597177147865295,0.2526049315929413,0.14534799754619598,0.39428663653970303,0.4991930277598451,0.5634280180761781,0.6484828921885087,0.3759997598706639,0.5129251177415917,0.6058008417604276,0.6998586473535024,DATE_13-01-01_25_6,5,16,0.005,0.01,0.0,4,concat,relu,25,6
13-01-01,0.45994572318826016,0.8537648816211224,0.744303822517395,0.4465545415878296,0.21137502789497375,0.12181343883275986,0.33214977404777274,0.39848289218850874,0.46965784377017433,0.5429309231762427,0.2795644201017136,0.35939493198067846,0.4533453110924803,0.5525919893782876,DATE_13-01-01_25_3,5,16,0.005,0.01,0.0,4,concat,relu,25,3
13-01-01,0.46099447513812153,0.8552230341508368,0.7488186359405518,0.4272020161151886,0.21515414118766785,0.12205621600151062,0.33247256294383476,0.38121368624919305,0.4798256939961265,0.5445448676565526,0.2841634659284587,0.36169735207623016,0.46720936979791455,0.5311120850884843,DATE_13-01-01_25_3,5,16,0.005,0.01,0.0,4,concat,relu,25,3
13-01-01,0.19815059445178335,0.7369641434860832,0.3228375017642975,0.20764631032943726,0.10693097859621048,0.06611000001430511,0.14396384764364106,0.18495803744351194,0.23854099418979988,0.29389928986442865,0.22669871020789772,0.29403492392299174,0.364944196752837,0.4461708976405473,DATE_13-01-01_25_2,5,16,0.005,0.01,0.0,4,concat,relu,25,2
13-01-01,0.5862859524802002,0.8658177700760183,0.9345389008522034,0.543891429901123,0.23979444801807404,0.13084213435649872,0.4170432537120723,0.4849903163331181,0.5346998063266624,0.5837637185280826,0.3474834746476335,0.44457788619955885,0.5600573827838048,0.6419180078487912,DATE_13-01-01_25_5,5,16,0.005,0.01,0.0,4,concat,relu,25,5
13-01-01,0.5589283993447046,0.8938440619365581,0.9275309443473816,0.5594139695167542,0.255628764629364,0.14613407850265503,0.41107165913492577,0.4991930277598451,0.5698837959974177,0.6518721755971595,0.35782344219392875,0.5182974020726244,0.6141885425414064,0.7252407128154734,DATE_13-01-01_25_6,5,16,0.005,0.01,0.0,4,concat,relu,25,6
