starting_date,f1,auc,pr1,pr2,pr5,pr10,re1,re2,re5,re10,rev1,rev2,rev5,rev10,model,epoch,dim,lr,l2,beta,heads,fusion,activation,alpha
13-01-01,0.7461636350026201,0.9677631437563983,0.9490054249763489,0.83282071352005,0.390102744102478,0.2032267451286316,0.4234990316333118,0.7428986442866365,0.8702388637830859,0.9067140090380891,0.4123734743335346,0.6750286846978674,0.8313548429932246,0.885281532643856,DATE_CLS_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,10.0
13-01-01,0.767787691603752,0.9650845061817219,0.7417721748352051,0.7952613234519958,0.39212849736213684,0.20163507759571075,0.33102001291155586,0.709651387992253,0.8747579083279535,0.8996126533247256,0.49291881069178406,0.6842661357628375,0.8372649276192163,0.8997874686462332,DATE_REV_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,10.0
13-01-01,0.7553928201862612,0.9659091778585307,0.9602169990539551,0.8104539513587952,0.38311266899108887,0.20094776153564453,0.42850225952227244,0.723208521626856,0.85458360232408,0.8965461588121368,0.4123279018727852,0.6447130430289565,0.8023895760538424,0.8713284014220191,DATE_CLS_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,10.0
13-01-01,0.7545610478715109,0.9635622707204353,0.7880650758743286,0.786760687828064,0.386825293302536,0.20035454630851746,0.3516785022595223,0.7020658489347966,0.8605551969012266,0.89380245319561,0.5088997198566193,0.6889318089210764,0.8519517131581985,0.8955332830331985,DATE_REV_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,10.0
13-01-01,0.7612289331505524,0.9551004547199766,0.8816931843757629,0.810983419418335,0.3871924877166748,0.19924689829349518,0.39331826985151713,0.7173983214977405,0.8636216914138154,0.8881536475145255,0.5071150291232281,0.6778228559971803,0.8328615398223992,0.8705651219755547,DATE_REV_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,10.0
13-01-01,0.7528591851322373,0.9638397128911711,0.94826340675354,0.801048994064331,0.38113152980804443,0.19856026768684387,0.42301484828921887,0.7148160103292447,0.8502259522272434,0.8858941252420917,0.3837312238446083,0.64576802125665,0.7889351010229219,0.8450835244489823,DATE_REV_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,0.001
13-01-01,0.7368842611133359,0.9642553380543012,0.959855318069458,0.7979742884635925,0.37496381998062134,0.1990010142326355,0.42834086507424146,0.7120723047127179,0.8363460296965785,0.8873466752743706,0.35213693568921933,0.6106180489369112,0.7893182827412836,0.8585065151699154,DATE_CLS_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,0.001
13-01-01,0.75,0.9622314386924841,0.9750452041625977,0.806259036064148,0.3753436505794525,0.1979091316461563,0.43511943189154295,0.7193350548741123,0.8373143963847643,0.8829890251775339,0.3377122431173261,0.6216370965193303,0.7911223005837144,0.8599136848579655,DATE_CLS_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,0.001
13-01-01,0.7419194430631526,0.9639349622155772,0.9605602622032166,0.795803964138031,0.37867167592048645,0.19953696429729462,0.420593931568754,0.7101355713363461,0.8447385409941898,0.8902517753389283,0.3652271207618305,0.61865743776806,0.7978993909550989,0.8738119541541045,DATE_CLS_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,0.001
13-01-01,0.7112957341428343,0.9600541037017463,0.9218806624412537,0.7608262300491333,0.36940136551856995,0.1964983344078064,0.41139444803098774,0.6776952872821175,0.8226275016139445,0.8766946417043253,0.3607640445169203,0.5723698363006192,0.7460347413453147,0.835329722595417,DATE_REV_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,0.001
13-01-01,0.7483235718529837,0.9652484737413829,0.9522603750228882,0.7921866774559021,0.3810591697692871,0.19928374886512756,0.4249515816655907,0.7069076823757263,0.8500645577792124,0.8891220142027114,0.3755966891987888,0.60518364698997,0.8064444398125887,0.8560136553619828,DATE_CLS_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,0.001
13-01-01,0.7343222666980614,0.9657453640823779,0.9750362038612366,0.8001446723937988,0.375868558883667,0.20023876428604126,0.43495803744351197,0.7140090380890898,0.8381213686249193,0.8933182698515171,0.3441241537066123,0.6407332770651869,0.7985840559184433,0.8841369859541325,DATE_CLS_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,0.001
13-01-01,0.7176578786020846,0.9647125122366285,0.9497287273406982,0.7891256213188171,0.37867167592048645,0.19939227402210236,0.4238218205293738,0.6933505487411233,0.8447385409941898,0.8896061975468044,0.4105233954699425,0.6019523476239583,0.8128242587999336,0.8764589481442414,DATE_CLS_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,0.001
13-01-01,0.7542037586547972,0.9314936972315929,0.9349005222320557,0.8064749240875244,0.37493669986724854,0.1958833783864975,0.4172046481601033,0.7196578437701743,0.8363460296965785,0.8739509360877986,0.3260248159186268,0.61215059875455,0.7464356659493028,0.8247368886779671,DATE_REV_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,0.001
13-01-01,0.727491961414791,0.9639996644617046,0.9294756054878235,0.7779587507247925,0.3782923221588135,0.19921140372753143,0.4147837314396385,0.6938347320852163,0.8437701743060039,0.8887992253066495,0.39554935970058275,0.6177006825281743,0.7881610533641226,0.8585653533714,DATE_CLS_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,0.001
13-01-01,0.7586560656578609,0.9639936253982713,0.9696202278137207,0.8047101497650146,0.37498190999031067,0.1979091316461563,0.4326985151710781,0.7169141381536475,0.8365074241446094,0.8829890251775339,0.36226310143531226,0.6110779545232176,0.7981951866373016,0.8679226113793373,DATE_CLS_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,0.001
13-01-01,0.7372384937238494,0.9545633065440353,0.9197106957435608,0.7771748900413513,0.3753708004951477,0.19740983843803406,0.4104260813428018,0.6935119431891543,0.8373143963847643,0.8807295029051001,0.3422802712282136,0.556776404587845,0.7620477013987237,0.8494699734018433,DATE_REV_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,0.001
13-01-01,0.7388378200919238,0.9585593462179682,0.9887884259223938,0.7976126074790955,0.37120115756988525,0.1961004137992859,0.44125242091672046,0.7117495158166559,0.827953518398967,0.8749193027759845,0.3150965475948556,0.6095418283676176,0.7690583995821725,0.8305934793474142,DATE_REV_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,0.001
13-01-01,0.7175629375837926,0.9472744570817474,0.9707052707672119,0.7901971340179443,0.37535277009010315,0.1970047801733017,0.4331826985151711,0.7051323434473854,0.8371530019367334,0.8789541639767592,0.3278315880677209,0.5634565412816704,0.7652953972687614,0.8474342590032542,DATE_REV_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,0.001
13-01-01,0.738525507756277,0.9641275024524378,0.9508137702941895,0.7986977696418762,0.3731991648674011,0.19816818833351135,0.42430600387346673,0.7127178825048418,0.8319883795997418,0.8834732085216268,0.3748771622308572,0.6246233137207194,0.7928693454649928,0.863096286302143,DATE_CLS_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,0.001
13-01-01,0.7556971330556237,0.9658482234508703,0.9728752374649048,0.8173707127571106,0.3774690628051758,0.19921140372753143,0.434151065203357,0.724499677211104,0.841994835377663,0.8887992253066495,0.3692321860122643,0.6413695239874291,0.7938718608258482,0.8636296692913931,DATE_CLS_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,0.001
13-01-01,0.7388655960762598,0.9129180544050626,0.9728752374649048,0.8063699007034302,0.3746201694011688,0.19519606232643127,0.434151065203357,0.7191736604260813,0.8357004519044545,0.8708844415752098,0.3577518501039544,0.6270801918117718,0.775598126285985,0.8096247991810773,DATE_REV_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,0.001
13-01-01,0.7458080768322443,0.9486477241010678,0.9576853513717651,0.8050280213356018,0.3788163661956787,0.19599898159503937,0.4273724983860555,0.7183666881859264,0.8450613298902517,0.8744351194318916,0.3608307593348135,0.653629664235361,0.7879491934968754,0.8439216018620348,DATE_REV_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,0.001
13-01-01,0.7395493004942616,0.9615126115758775,0.9406657218933105,0.7865676879882812,0.36941108107566833,0.19682390987873077,0.4196255648805681,0.7012588766946417,0.8240800516462233,0.8781471917366043,0.3772934076235266,0.5796340115557377,0.7569226464363874,0.8306174241098045,DATE_REV_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,0.001
13-01-01,0.7360025779424797,0.9228363668510876,0.9571998715400696,0.789654552936554,0.3765012323856354,0.19848792254924774,0.4259199483537766,0.7046481601032925,0.8398967075532602,0.8855713363460297,0.3453786533787779,0.6134469390812488,0.7625006631781521,0.8497795311491376,DATE_REV_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,0.001
13-01-01,0.7346415094339622,0.9660046368062818,0.869439423084259,0.7675890922546387,0.39068153500556946,0.20282882452011108,0.3879922530664945,0.6849580374435119,0.8715300193673338,0.9049386701097483,0.47885009024250497,0.6695369346586978,0.8445410144695252,0.8885581681437202,DATE_REV_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,1.0
13-01-01,0.7342841207871882,0.9641229340371161,0.9735985398292542,0.7887502312660217,0.3773243725299835,0.2000361829996109,0.43447385409941897,0.7038411878631375,0.841672046481601,0.8923499031633312,0.36750974336692277,0.6426863539318375,0.8001727663235263,0.8743533550256807,DATE_CLS_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,1.0
13-01-01,0.7506920696954893,0.9660652588623998,0.9349005222320557,0.803942859172821,0.3848491311073303,0.2017156481742859,0.4172046481601033,0.7173983214977405,0.8584570690768237,0.8994512588766946,0.45965793806339006,0.6871162919193379,0.8356278423481374,0.8852527992319709,DATE_CLS_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,1.0
13-01-01,0.7268469923294306,0.9634096204325365,0.9345389008522034,0.7818379402160645,0.37375199794769287,0.1991824358701706,0.4170432537120723,0.697546804389929,0.8337637185280826,0.8886378308586185,0.3899915733365262,0.6197079424487878,0.7980547336615471,0.8640010547375454,DATE_CLS_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,1.0
13-01-01,0.768443288917777,0.9663106170156021,0.872332751750946,0.8182147145271301,0.38561713695526123,0.20203299820423126,0.3892834086507424,0.7293415106520336,0.8602324080051647,0.9013879922530665,0.4561467426267518,0.6875615594403721,0.8329542888505839,0.8817977066266041,DATE_REV_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,1.0
13-01-01,0.7319457584358245,0.9565502927875552,0.7317869067192078,0.7684934139251709,0.38120388984680176,0.19794531166553497,0.32585539057456425,0.6857650096836669,0.8503873466752744,0.8831504196255648,0.4992279270342145,0.6687284468994189,0.8318483386227667,0.8696349788864168,DATE_REV_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,1.0
13-01-01,0.7204284383731759,0.9657442045845877,0.9445056915283203,0.7735576033592224,0.38142091035842896,0.20065836608409882,0.4147837314396385,0.6902840542285346,0.8508715300193673,0.895255003227889,0.37178020012468405,0.6090255288968022,0.8121957593475104,0.8813886577174405,DATE_CLS_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,1.0
13-01-01,0.7371759295964481,0.9656175096681633,0.9265822768211365,0.7871224284172058,0.37908828258514404,0.20018810033798218,0.41349257585539057,0.7023886378308586,0.8455455132343448,0.8931568754034861,0.4234685023388684,0.6390780616580775,0.8016289113524043,0.8812474389516449,DATE_CLS_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,1.0
13-01-01,0.7529484313574346,0.9372890941303562,0.8860759735107422,0.8122625946998596,0.381903737783432,0.19669875502586365,0.39541639767591996,0.7248224661071659,0.8515171078114913,0.8770174306003874,0.44208697249060047,0.666659251342182,0.8078103628825445,0.8553425023132246,DATE_REV_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,1.0
13-01-01,0.7537137198141236,0.9679179577633255,0.8151898980140686,0.8417975902557373,0.3907946050167084,0.203009694814682,0.3637830858618464,0.7437056165267915,0.8715300193673338,0.9057456423499032,0.46408898993075665,0.7040138820615885,0.8402572059995453,0.8954551904386425,DATE_REV_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,1.0
13-01-01,0.7383506805444355,0.9650482479124214,0.9384949207305908,0.7744619250297546,0.38374701142311096,0.20026054978370667,0.4186571981923822,0.6910910264686895,0.8558747579083279,0.8931568754034861,0.42874467301326713,0.6516354236922671,0.8247101305271892,0.8714396008016049,DATE_CLS_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,1.0
13-01-01,0.7785415185272971,0.9606429556847697,0.8690304160118103,0.8321577310562134,0.3889290988445282,0.19957314431667328,0.3876694641704325,0.7425758553905746,0.8674951581665591,0.8904131697869593,0.4711729750164616,0.6696582805669625,0.8315872839412354,0.872016246572789,DATE_REV_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,1.0
13-01-01,0.7298878595806924,0.9648446024160133,0.9381107687950134,0.7713872194290161,0.37983205914497375,0.199862539768219,0.4183344092963202,0.6883473208521627,0.8468366688185927,0.8917043253712073,0.40754483484341203,0.6371648787788924,0.821071048343066,0.8733264747026079,DATE_CLS_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,1.0
13-01-01,0.7207666743952392,0.9651605901991027,0.8593128323554993,0.7514921426773071,0.38221675157546997,0.20125900208950043,0.38347320852162686,0.670593931568754,0.8526468689477082,0.8978373143963848,0.4545539637253703,0.658787941684437,0.8501165533767977,0.8913632826281668,DATE_CLS_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,1.0
13-01-01,0.7403567617014789,0.963702922610004,0.8698011040687561,0.7835051417350769,0.3870640993118286,0.2018882930278778,0.3881536475145255,0.6991607488702388,0.8634602969657844,0.9007424144609425,0.4432402030575993,0.6279020229512312,0.8250602692763579,0.9018782047941588,DATE_REV_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,1.0
13-01-01,0.7423467440262614,0.9685781769398573,0.9182640314102173,0.7923675179481506,0.38684704899787903,0.20257560908794403,0.40978050355067785,0.7070690768237573,0.8629761136216915,0.9038089089735313,0.4307151433880403,0.6306951584267251,0.8378537945965495,0.9018551731473912,DATE_CLS_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,1.0
13-01-01,0.7233231075366884,0.9656170432412899,0.8911392688751221,0.7614396810531616,0.381376177072525,0.2014903724193573,0.3976759199483538,0.6794706262104584,0.8507101355713363,0.8989670755326017,0.4452126767194258,0.6535152600509645,0.8276001837009872,0.8896935937135364,DATE_REV_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,1.0
13-01-01,0.7772046180299681,0.9609271240176811,0.8036166429519653,0.82326340675354,0.3873932659626007,0.20112863183021545,0.35861846352485477,0.7345061329890252,0.8639444803098774,0.8973531310522918,0.48021974379312543,0.675495159528069,0.818778475580282,0.8666174229963413,DATE_REV_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,1.0
13-01-01,0.7318254028292609,0.8975841437423613,0.8904159069061279,0.7834659814834595,0.3810144066810608,0.19237448275089264,0.3973531310522918,0.6989993544222078,0.8499031633311814,0.8582956746287927,0.46811942642636484,0.6671293886711926,0.8238417581381946,0.8424930665560945,DATE_REV_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,1.0
13-01-01,0.7353427244825687,0.9684937715923393,0.9359391927719116,0.7925483584403992,0.38627976179122925,0.20275647938251495,0.41736604260813426,0.7072304712717883,0.8615235635894125,0.9046158812136863,0.4359010474134946,0.6480492675605508,0.8355717855324397,0.9030302963336857,DATE_CLS_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,1.0
13-01-01,0.7640759930915372,0.9634989907478013,0.9638336300849915,0.8102731108665466,0.375054270029068,0.1985240876674652,0.4301162040025823,0.723047127178825,0.8366688185926404,0.8857327307940607,0.3289909705192554,0.5743929829560228,0.7936884976648602,0.8574910031552803,DATE_CLS_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,0.002
13-01-01,0.7362262311067772,0.9627849156909001,0.9634719491004944,0.797793447971344,0.37471961975097656,0.19960932433605194,0.42995480955455134,0.7119109102646869,0.8358618463524855,0.8905745642349903,0.33345488962555847,0.5947353771515858,0.7872090157620439,0.872821854287376,DATE_CLS_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,0.002
13-01-01,0.7211038961038959,0.962252745920099,0.8520795702934265,0.7641526460647583,0.3752713203430176,0.1977282613515854,0.3802453195610071,0.6818915429309231,0.8371530019367334,0.882182052937379,0.32621530278276833,0.5565158562669887,0.7888261547021659,0.8523003652066719,DATE_CLS_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,0.002
13-01-01,0.7763293310463122,0.9566962993292941,0.9826401472091675,0.8214867115020752,0.37744176387786865,0.1981261819601059,0.4385087153001937,0.7330535829567463,0.841994835377663,0.8839573918657199,0.3420658939492935,0.6209421358080804,0.7609228709620887,0.8161198796059135,DATE_REV_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,0.002
13-01-01,0.7059087174124151,0.948527950636944,0.8556962013244629,0.7789835333824158,0.3721872568130493,0.19632457196712494,0.381859264041317,0.6951258876694641,0.8302130406714009,0.8758876694641704,0.32213815688194825,0.6203284020526029,0.7648513303186618,0.8215785109300896,DATE_REV_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,0.002
13-01-01,0.7280071088133129,0.9612161351873589,0.943942129611969,0.7822390794754028,0.3710295855998993,0.19606424868106842,0.421239509360878,0.698030987734022,0.8276307295029051,0.8747579083279535,0.2911017327584659,0.5319701573741898,0.7542305020789732,0.8393288063893658,DATE_CLS_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,0.002
13-01-01,0.7144916475875519,0.9573704960829745,0.9083997011184692,0.7543859481811523,0.37317320704460144,0.1945047825574875,0.4049386701097482,0.6731762427372499,0.8324725629438348,0.8671723692704971,0.41901551770693196,0.6152115978909286,0.770276824180759,0.8370627185243852,DATE_REV_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,0.002
13-01-01,0.7752465147908875,0.9543308196225492,0.9529837369918823,0.822571873664856,0.37845462560653687,0.1972503662109375,0.4252743705616527,0.7340219496449322,0.8442543576500968,0.8799225306649451,0.3436490951729563,0.6291347246863515,0.788259090585355,0.8498830529344052,DATE_REV_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,0.002
13-01-01,0.7688266199649737,0.9660362305082419,0.9652677178382874,0.8113582730293274,0.3798292577266693,0.19989870488643646,0.4306003873466753,0.724015493867011,0.8473208521626856,0.8918657198192382,0.38509992034704194,0.642679502913565,0.8023355855835768,0.8706998930694644,DATE_REV_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,0.002
13-01-01,0.7616960296720897,0.92486304417014,0.910998523235321,0.8099113702774048,0.37671828269958496,0.19432787597179413,0.4063912201420271,0.7227243382827631,0.8403808908973531,0.8670109748224661,0.3540516300758494,0.6351069534392819,0.7623521529322554,0.79474942080169,DATE_REV_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,0.002
13-01-01,0.7488128772635815,0.9633531514269644,0.949367105960846,0.7976126074790955,0.3763565421104431,0.19870495796203613,0.4236604260813428,0.7117495158166559,0.8395739186571982,0.8865397030342156,0.37554584520906764,0.6324496502563599,0.7955460104106581,0.8632955551343711,DATE_CLS_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,0.002
13-01-01,0.7452822414503502,0.9654066423190486,0.9453887939453125,0.7894737124443054,0.375054270029068,0.19892200827598572,0.42188508715300194,0.7044867656552615,0.8366688185926404,0.8875080697224016,0.3472828918151347,0.5887312277928581,0.780136204696799,0.8664110762871687,DATE_CLS_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,0.002
13-01-01,0.7494420104158057,0.8935062389855772,0.9602169990539551,0.800687313079834,0.3743838667869568,0.19107221066951752,0.42850225952227244,0.7144932214331827,0.8336023240800516,0.8524854744996773,0.349099863136239,0.6568395508317217,0.7949935745121653,0.8204243030529025,DATE_REV_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,0.002
13-01-01,0.7399724495583826,0.9645083453693366,0.9641953110694885,0.7956230640411377,0.3788163661956787,0.1997973769903183,0.4302775984506133,0.709974176888315,0.8450613298902517,0.8912201420271143,0.37743983997275665,0.6077762234928921,0.8048334020073163,0.874434174279683,DATE_CLS_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,0.002
13-01-01,0.7618969343305663,0.9659306624597455,0.9721518754959106,0.8140712380409241,0.3807697892189026,0.19984805583953857,0.43382827630729504,0.7264364105874758,0.8494189799870885,0.8915429309231763,0.34019471476747676,0.6397565156551619,0.8070154294555,0.8732116705803858,DATE_CLS_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,0.002
13-01-01,0.7358856876601693,0.9563331182243464,0.9754068851470947,0.8155182003974915,0.37642887234687805,0.1972941756248474,0.43528082633957393,0.7277275661717237,0.8397353131052292,0.8802453195610072,0.39207148768196326,0.6355418059127751,0.7723732715620272,0.8347853532459271,DATE_REV_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,0.002
13-01-01,0.7439295415260516,0.962572224738127,0.8958408832550049,0.7927292585372925,0.373390257358551,0.19932714104652405,0.3997740477727566,0.7073918657198193,0.8329567462879277,0.8892834086507424,0.3940955146929308,0.6233244177307186,0.7913122254140177,0.8714905752634672,DATE_REV_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,0.002
13-01-01,0.7192788233433497,0.9617199708693545,0.9327062368392944,0.7786217927932739,0.3690493404865265,0.197402685880661,0.4160748870238864,0.6948030987734022,0.8232730794060684,0.8807295029051001,0.2776614411286512,0.5388858832008508,0.7634858568000309,0.8491596943651656,DATE_REV_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,0.002
13-01-01,0.7410773298083279,0.9638576073193411,0.9446654319763184,0.7912823557853699,0.37498190999031067,0.19875551760196686,0.42156229825693997,0.7061007101355713,0.8365074241446094,0.8867010974822466,0.4023705873391656,0.6255933229607413,0.7728512292661897,0.8554346421558104,DATE_CLS_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,0.002
13-01-01,0.7407466117143535,0.9641233679156352,0.9779305458068848,0.8066558241844177,0.37744176387786865,0.1991390585899353,0.43624919302775983,0.7198192382182053,0.841994835377663,0.8884764364105875,0.3155707007768336,0.6099058267045958,0.7983885671803791,0.8675388030538427,DATE_CLS_13-01-01,5,16,0.005,0.01,0.0,4,concat,relu,0.002
